,Engine,CC,Transmission,mileage,year,prices,mapCity
2219,3,1300,0,155000,2006,20.0,0
2220,5,1600,1,159000,2005,11.75,10
2221,5,1600,0,120,2003,11.4,15
2222,5,1800,0,140000,2012,23.3,0
2223,5,1800,0,108000,2015,24.2,2
2224,5,1800,0,46000,2017,34.75,2
2225,5,1500,0,132000,2005,14.0,0
2226,5,1800,0,15,2021,43.0,1
2227,5,1800,0,95000,2017,35.7,2
2228,5,1800,0,104000,2017,35.0,0
2229,5,1800,0,46000,2019,37.9,2
2230,5,1800,1,45500,2012,24.5,2
2231,5,1800,0,55000,2019,41.5,4
2232,5,1500,0,65000,2017,35.0,2
2233,5,1800,0,132000,2007,13.35,2
2234,5,1800,0,150000,2008,14.9,2
2235,5,1800,0,43000,2019,38.75,1
2236,5,1800,0,40000,2018,38.0,2
2237,5,1500,1,213003,2005,12.5,9
2238,5,1800,0,75000,2016,32.4,0
2239,5,1800,0,52000,2016,30.5,2
2240,5,1800,0,64000,2011,21.0,2
2241,5,1800,0,60000,2018,37.9,0
2242,5,1600,0,160000,2005,12.5,0
2243,5,1800,0,154000,2015,29.5,0
2244,5,1500,1,145000,2004,11.8,0
2245,5,1800,0,65000,2019,42.5,7
2246,5,1500,1,2000,1996,7.65,2
2247,5,1800,0,100000,2013,24.85,0
2248,5,1800,0,84000,2013,25.25,41
2249,5,1800,0,89000,2013,24.6,2
2250,5,1600,0,170,2006,17.2,36
2251,5,1500,1,199000,2002,11.5,2
2252,5,1800,0,82300,2016,31.9,2
2253,5,1800,0,44000,2018,36.7,2
2254,5,1800,1,170000,2014,22.0,7
2255,5,1800,0,77000,2017,34.5,1
2256,5,1800,0,105000,2015,28.0,2
2257,5,1800,0,450,2021,42.75,0
2258,5,1800,0,73000,2018,37.5,0
2259,5,1800,0,100000,2016,27.5,6
2260,5,1800,0,39700,2019,40.0,6
2261,5,1800,0,68000,2008,21.0,1
2262,5,1800,0,30000,2019,39.8,2
2263,5,1800,0,185000,2011,16.8,3
2264,5,1500,1,800000,1995,8.0,0
2265,5,1800,0,121500,2013,24.3,35
2266,5,1500,0,163000,2004,11.25,3
2267,5,1500,1,120000,2001,9.2,0
2268,5,1800,0,35000,2018,35.0,2
2269,5,1800,0,100000,2007,17.5,1
2270,5,1500,1,117000,2005,10.75,1
2271,5,1600,0,350000,2005,14.5,3
2272,5,1300,0,160000,2010,20.0,1
2273,5,1800,0,150000,2007,15.85,9
2274,5,1800,0,65000,2017,33.9,0
2275,5,1800,0,50000,2020,37.1,4
2276,5,1600,0,125000,1999,9.6,25
2277,5,1600,1,14,1995,7.3,60
2278,5,1500,1,200000,1995,7.1,60
2279,5,1800,1,100000,2015,23.75,6
2280,5,1500,1,48000,1994,7.75,4
2281,5,1800,0,60000,2018,39.0,6
2282,5,1800,0,12200,2019,39.5,2
2283,5,1800,0,147000,2008,15.75,1
2284,5,1800,0,100000,2013,24.7,0
2285,5,1500,1,14,1997,7.0,0
2286,5,1800,0,97000,2010,18.6,11
2287,5,1800,0,40000,2017,36.0,2
2288,5,1800,0,180000,2007,14.9,13
2289,5,1800,0,70000,2017,33.0,2
2290,5,1800,0,126500,2011,21.7,47
2291,5,1800,0,183000,2012,23.0,3
2292,5,1500,0,57000,2016,35.25,2
2293,5,1800,0,56000,2018,37.8,0
2294,5,1500,1,200000,1996,7.8,80
2295,5,1800,0,192000,2012,20.95,0
2296,5,1600,1,104800,2001,11.8,9
2297,5,1500,0,120000,2000,10.5,23
2298,5,1800,0,113550,2010,17.49,2
2299,5,1600,1,230000,2001,10.5,4
2300,5,1800,0,25700,2019,41.95,9
2301,5,1800,0,138000,2013,26.5,9
2302,5,1800,0,86000,2011,21.5,89
2303,5,1800,0,48000,2016,34.5,0
2304,5,1800,0,127456,2010,17.5,86
2305,5,1800,0,21000,2021,42.0,2
2306,5,1800,0,410,2021,41.9,90
2307,5,1600,1,212000,2004,10.5,30
2308,5,1800,0,197000,2009,18.25,2
2309,5,1800,0,11000,2017,38.25,9
2310,5,1600,0,10000,1999,8.0,1
2311,5,1800,1,255000,2008,15.5,28
2312,5,1500,1,11,2005,11.5,6
2313,5,1500,1,245000,2005,12.45,9
2314,5,1800,0,39000,2019,40.75,0
2315,5,1800,0,82000,2018,37.75,0
2316,5,1800,1,99000,2007,16.75,2
2317,5,1600,0,175000,2003,11.75,9
2318,5,1500,1,330202,1999,5.7,2
2319,5,1800,0,52500,2019,38.25,19
2320,3,1300,0,94000,2012,20.9,0
2321,5,1800,0,45000,2018,38.5,11
2322,5,1800,0,145000,2010,19.0,2
2323,5,1800,0,58500,2016,30.25,1
2324,5,1500,0,186000,2006,12.0,2
2325,5,1600,0,150000,2004,13.8,50
2326,5,1600,1,50000,2005,12.5,3
2327,5,1800,0,35,2021,42.65,2
2328,5,1600,1,135000,2005,13.2,0
2329,0,1500,1,100000,1995,5.9,3
2330,5,1800,0,160000,2013,21.5,2
2331,5,1500,0,215000,2005,11.5,9
2332,5,1800,0,89000,2013,24.5,2
2333,5,1800,0,54500,2018,40.0,91
2334,5,1800,1,890000,2014,23.0,4
2335,5,1600,0,132000,2002,10.25,2
2336,5,1600,1,160000,2003,13.0,0
2337,5,1600,0,50000,1998,7.8,0
2338,5,1600,0,19999,1999,8.3,2
2339,5,1800,0,9800,2018,40.0,2
2340,5,1600,0,99000,2001,9.85,1
2341,5,1800,0,27000,2018,37.95,2
2342,5,1800,0,99564,2013,24.25,92
2343,5,1800,0,149000,2009,17.5,2
2344,5,1600,1,181000,2006,12.75,20
2345,5,1500,0,173000,2005,12.15,1
2346,5,1800,0,10500,2017,38.75,2
2347,5,1800,0,130000,2014,25.75,7
2348,5,1600,0,207000,2006,12.8,10
2349,5,1800,0,88000,2014,25.85,2
2350,5,1500,1,200000,2005,11.4,9
2351,5,1800,0,107000,2010,17.9,9
2352,5,1500,1,50000,1997,8.0,93
2353,5,1800,0,11000,2021,43.0,2
2354,5,1600,0,76000,2006,14.1,1
2355,5,1800,0,17000,2021,41.5,2
2356,5,1800,0,83000,2012,21.75,2
2357,3,1300,0,161131,2008,19.1,2
2358,5,1600,0,190000,2005,12.8,7
2359,5,1800,0,103000,2014,26.9,2
2360,5,1600,1,80000,2002,12.5,33
2361,5,1800,0,43000,2018,37.0,1
2362,5,1800,0,122000,2007,14.9,1
2363,5,1800,0,105000,2011,21.0,2
2364,5,1800,0,74000,2017,35.0,3
2365,5,1500,0,200000,2003,10.45,0
2366,5,1800,0,83000,2012,23.55,2
2367,5,1800,0,170000,2015,29.5,50
2368,5,1800,0,122000,2007,14.9,1
2369,5,1800,1,75000,2013,20.75,1
2370,5,1500,0,120000,2004,12.5,4
2371,5,1800,0,90000,2013,30.0,3
2372,5,1500,1,10000,2002,8.5,1
2373,5,1300,1,54000,1996,8.2,0
2374,5,1600,0,190000,2005,12.5,2
2375,5,1800,0,20000,2020,22.5,9
2376,5,1800,0,70000,2015,29.5,30
2377,5,1800,0,78000,2017,33.25,2
2378,5,1800,0,81000,2017,33.5,4
2379,5,1500,1,200100,2005,11.9,2
2380,5,1800,0,31000,2020,39.5,1
2381,5,1600,0,109000,2003,10.5,1
2382,5,1500,1,150000,1993,7.5,2
2383,5,1800,0,27500,2018,37.3,0
2384,5,1800,0,25000,2018,36.5,1
2385,5,1800,0,48000,2018,36.9,9
2386,5,1800,0,12000,2021,44.25,0
2387,5,1500,1,456789,2006,10.7,15
2388,5,1500,1,300000,2005,11.85,9
2389,5,1500,1,56700,2005,9.8,2
2390,5,1800,0,64000,2017,35.25,2
2391,5,1800,0,54000,2016,28.5,1
2392,5,1800,0,75000,2013,28.0,3
2393,5,1600,0,160000,2000,8.9,0
2394,5,1800,0,90000,2013,26.5,0
2395,5,1800,1,18700,2010,22.9,2
2396,5,1500,1,124000,2000,11.0,54
2397,5,1800,0,1,2021,42.5,1
2398,5,1800,0,27000,2018,39.0,7
2399,5,1500,0,135468,2001,11.0,36
2400,5,1800,0,26000,2018,36.75,2
2401,5,1600,0,185000,2003,11.8,25
2402,5,1800,0,91000,2016,28.72,2
2403,5,1800,1,155000,2007,15.0,6
2404,5,1600,1,120000,2004,10.75,2
2405,5,1800,0,104000,2017,35.0,0
2406,5,1800,0,84300,2011,18.95,0
2407,5,1800,0,102000,2008,16.9,0
2408,5,1800,0,155000,2009,19.95,0
2409,5,1800,0,27500,2019,39.0,7
2410,5,1800,0,30000,2019,39.75,2
2411,5,1500,1,275000,1996,10.25,9
2412,5,1600,1,144000,2006,12.75,9
2413,5,1500,0,100000,1999,9.5,3
2414,5,1500,0,98000,2001,10.0,68
2415,5,1500,1,140000,2005,10.0,1
2416,5,1800,0,40000,2016,38.0,2
2417,5,1800,0,160000,2013,25.65,0
2418,5,1800,0,58000,2015,28.5,35
2419,5,1500,1,154248,1996,7.9,27
2420,5,1500,0,138960,2006,12.5,9
2421,5,1600,1,205500,2004,10.99,2
2422,5,1800,0,134000,2011,21.85,2
2423,5,1800,0,91000,2011,19.5,2
2424,3,1300,0,254000,2006,23.0,9
2425,5,1600,0,67000,1996,7.3,4
2426,5,1600,0,650000,2000,8.7,0
2427,5,1500,1,135000,2005,10.5,6
2428,5,1500,0,55000,2016,34.5,2
2429,5,1800,0,77000,2017,34.2,6
2430,5,1800,0,91000,2014,27.0,2
2431,5,1800,0,102000,2010,17.65,0
2432,3,1300,0,100000,2006,19.0,4
2433,5,1500,1,146000,2000,8.25,2
2434,5,1800,0,22000,2020,42.5,1
2435,5,1500,1,115000,1995,7.1,2
2436,5,1800,1,82000,2014,23.5,0
2437,5,1800,0,100000,2008,17.75,0
2438,5,1800,0,45000,2017,38.0,2
2439,5,1800,0,94000,2014,24.55,2
2440,5,1800,0,71333,2018,37.0,0
2441,5,1800,1,330000,2008,14.2,2
2442,5,1800,0,82000,2016,35.0,7
2443,5,1800,0,25500,2020,44.0,33
2444,5,1800,1,114000,2007,16.5,2
2445,5,1800,0,103136,2017,34.0,2
2446,5,1800,0,20300,2019,38.0,1
2447,5,1600,1,90000,1999,7.5,0
2448,5,1800,1,145000,2007,15.75,28
2449,5,1800,0,52000,2019,40.2,0
2450,5,1600,0,188699,2005,14.5,84
2451,5,1800,0,55000,2017,35.4,94
2452,5,1600,1,202000,2004,10.95,9
2453,5,1800,0,75000,2010,19.25,1
2454,5,1500,0,40000,1995,7.5,2
2455,5,1800,0,85500,2010,23.7,9
2456,5,1800,1,180000,2008,15.7,2
2457,5,1800,0,135000,2011,16.75,2
2458,5,1600,0,160,2004,12.3,1
2459,5,1800,0,79000,2016,33.5,2
2460,5,1800,0,100000,2009,16.5,68
2461,5,1500,0,83000,2005,13.3,1
2462,5,1600,0,10000,1998,7.0,1
2463,5,1800,0,111600,2007,16.9,2
2464,5,1800,0,38000,2017,35.0,34
2465,5,1600,1,165000,2000,10.9,25
2466,5,1800,1,108000,2013,21.0,2
2467,5,1300,1,95200,1993,7.5,1
2468,5,1800,0,56000,2014,27.0,2
2469,5,1800,0,98000,2014,26.0,2
2470,5,1800,0,104000,2017,34.0,25
2471,5,1600,1,80000,2006,12.5,2
2472,5,1800,1,150000,2007,15.0,6
2473,5,1800,0,220000,2007,18.0,15
2474,5,1600,1,130000,2004,11.5,0
2475,5,1800,1,170000,2011,15.69,2
2476,5,1800,0,119000,2012,23.0,2
2477,5,1500,1,217000,2006,12.65,2
2478,5,1600,0,50000,1999,11.0,20
2479,5,1600,0,175000,2000,11.25,0
2480,5,1800,0,116000,2011,20.5,7
2481,5,1700,1,20000,1995,8.2,0
2482,5,1600,0,98000,2006,13.75,23
2483,5,1600,0,145000,2004,11.7,20
2484,5,1800,0,86300,2016,28.75,2
2485,5,1600,1,183000,1998,10.5,2
2486,5,1800,0,103486,2011,19.95,25
2487,5,1800,0,98000,2010,19.5,73
2488,5,1800,0,55000,2018,38.5,33
2489,5,1800,0,95000,2011,18.25,6
2490,5,1800,0,10000,2021,43.5,2
2491,5,1500,0,200000,2002,10.85,9
2492,5,1800,0,41000,2017,35.75,25
2493,5,1800,0,60000,2016,33.75,30
2494,5,1600,0,134000,2005,12.5,0
2495,5,1600,0,150000,1998,8.9,2
2496,5,1800,0,120000,2007,15.0,9
2497,5,1800,0,86000,2014,25.5,1
2498,5,1800,0,70200,2013,25.7,2
2499,5,1500,1,12000,1992,8.55,0
2500,5,1800,0,70000,2012,23.5,9
2501,5,1800,0,1,2021,40.99,1
2502,5,1800,0,100,2021,44.75,25
2503,5,1500,0,200000,1997,7.9,2
2504,5,1800,0,102400,2015,28.9,0
2505,5,1600,1,123545,1996,8.25,9
2506,5,1800,0,98500,2007,15.75,1
2507,5,1600,0,120856,2004,9.75,1
2508,5,1800,0,93000,2015,28.5,0
2509,5,1800,0,44000,2018,36.5,7
2510,5,1500,0,53000,2017,35.8,2
2511,5,1800,0,135000,2008,17.0,0
2512,5,1800,0,87000,2016,28.75,7
2513,5,1800,0,74000,2014,25.5,9
2514,5,1800,0,12,2007,15.95,24
2515,5,1600,0,120000,1999,7.7,3
2516,5,1800,0,76800,2014,30.0,0
2517,5,1800,0,74000,2014,23.5,1
2518,5,1800,0,12,2021,42.6,51
2519,5,1800,0,1,2021,43.75,3
2520,5,1800,0,25300,2020,43.55,0
2521,5,1800,0,10,2021,43.65,2
2522,5,1600,0,200000,2005,13.8,23
2523,5,1800,0,64000,2010,17.35,1
2524,5,1800,0,130000,2014,27.0,7
2525,5,1800,1,126000,2012,21.99,0
2526,5,1800,0,59000,2018,37.0,57
2527,5,1800,0,65000,2018,36.6,4
2528,5,1800,0,100000,2017,33.0,7
2529,5,1600,0,89000,2004,16.25,0
2530,5,1500,1,260000,2005,13.0,9
2531,5,1600,0,102500,2004,13.49,1
2532,5,1500,1,165000,2004,11.9,9
2533,5,1800,0,143000,2008,13.5,2
2534,5,1800,0,45000,2019,39.85,2
2535,5,1800,1,71000,2013,21.5,1
2536,5,1600,0,112000,2004,13.9,7
2537,5,1800,0,85000,2018,37.5,13
2538,5,1800,0,5,2021,42.25,2
2539,5,1800,0,86000,2012,21.0,9
2540,5,1500,0,174000,2002,10.9,41
2541,5,1500,0,158820,2005,12.25,2
2542,5,1800,0,125000,2010,18.5,39
2543,5,1600,0,102000,2006,11.95,1
2544,5,1800,0,55000,2017,35.5,93
2545,5,1800,0,105000,2012,26.5,9
2546,5,1500,1,14,2004,11.0,0
2547,5,1800,0,47000,2017,35.5,2
2548,5,1800,1,146495,2007,13.35,2
2549,5,1800,1,130000,2011,17.3,2
2550,5,1800,0,5,2021,43.5,23
2551,5,1800,0,159000,2009,18.7,3
2552,5,1800,0,24000,2019,41.0,2
2553,5,1800,0,10000,2020,42.75,6
2554,5,1800,0,79000,2016,34.25,15
2555,5,1600,0,120380,2004,12.3,1
2556,5,1300,1,200000,1983,4.9,1
2557,5,1800,0,90000,2011,19.9,1
2558,5,1800,0,38586,2018,38.0,3
2559,3,1300,0,200000,2005,23.0,0
2560,5,1600,1,999,1998,5.6,2
2561,5,1800,0,63860,2018,37.0,2
2562,5,1800,0,10,2021,43.0,2
2563,5,1800,0,78000,2019,38.75,2
2564,5,1800,0,86000,2010,17.95,1
2565,5,1800,0,38435,2014,28.0,2
2566,5,1600,1,101000,2003,13.0,2
2567,5,1600,0,110000,2004,12.0,4
2568,5,1800,0,71000,2017,34.75,95
2569,5,1800,0,94000,2013,23.5,2
2570,5,1800,0,70000,2016,33.0,0
2571,5,1800,0,40000,2019,40.5,9
2572,5,1800,1,80000,2013,22.0,2
2573,5,1800,0,78200,2017,33.5,1
2574,5,1800,0,75000,2016,27.5,0
2575,5,1800,0,160000,2013,23.15,0
2576,5,1600,0,270000,2004,14.2,10
2577,5,1800,0,150000,2010,21.0,7
2578,5,1300,1,80000,1987,3.0,4
2579,5,1800,1,161000,2008,17.5,33
2580,5,1600,0,12,2005,12.85,23
2581,5,1800,0,98000,2010,18.3,2
2582,5,1800,0,130000,2007,13.95,1
2583,5,1500,1,260000,2004,11.25,7
2584,5,1500,0,115000,2005,12.4,35
2585,5,1600,0,216000,2000,10.8,0
2586,5,1800,1,110000,2008,14.3,1
2587,5,1800,1,135,2007,16.5,9
2588,5,1800,0,34000,2017,34.8,1
2589,5,1800,0,102000,2015,25.5,0
2590,5,1600,1,80000,2000,9.9,9
2591,5,1800,0,18000,2018,38.65,2
2592,5,1800,0,68500,2013,25.0,1
2593,5,1800,0,136000,2013,24.75,9
2594,5,1800,0,70000,2018,35.5,9
2595,5,1600,0,100000,1999,11.2,10
2596,5,1600,1,210000,1984,4.1,9
2597,5,1500,1,200000,2000,9.65,0
2598,5,1500,1,145000,1997,7.15,0
2599,5,1800,0,35600,2018,36.3,2
2600,5,1800,0,12000,2018,37.8,1
2601,5,1600,1,160000,2000,8.3,2
2602,5,1800,0,97000,2014,25.9,2
2603,5,1600,0,170000,2003,11.95,19
2604,5,1600,0,150000,1997,8.5,0
2605,5,1800,1,150000,2008,15.5,1
2606,5,1800,0,121000,2014,26.9,0
2607,5,1800,0,200000,2013,26.8,0
2608,5,1800,0,150000,2010,19.5,0
2609,5,1600,0,200753,2003,12.5,2
2610,5,1800,0,74000,2014,25.5,0
2611,5,1800,0,139000,2014,26.25,0
2612,5,1800,0,84000,2013,24.0,0
2613,5,1800,0,60000,2018,36.75,2
2614,5,1800,0,78000,2014,26.3,0
2615,5,1600,0,150000,2005,12.5,3
2616,5,1600,1,201000,2003,11.5,3
2617,5,1800,0,64250,2018,36.5,7
2618,5,1500,0,100000,2001,10.5,2
2619,5,1800,0,5,2021,42.25,2
2620,5,1600,0,128418,2002,13.5,4
2621,5,1800,0,3100,2021,45.1,0
2622,3,1300,0,150000,2007,18.75,0
2623,5,1800,0,45000,2019,39.95,0
2624,5,1600,0,230000,2005,14.3,15
2625,5,1800,0,85000,2012,20.9,6
2626,5,1600,1,150000,2002,10.25,2
2627,5,1800,0,109000,2009,19.0,2
2628,5,1800,0,16000,2020,40.2,3
2629,5,1600,1,190000,2004,11.0,30
2630,5,1600,0,154,1988,5.2,93
2631,5,1600,0,183000,2001,9.7,1
2632,5,1800,0,171000,2009,18.0,6
2633,5,1800,0,102000,2009,19.0,2
2634,5,1800,0,1,2021,42.5,2
2635,5,1800,0,115000,2011,18.5,1
2636,5,1800,0,95000,2011,19.5,6
2637,5,1800,0,140000,2007,19.5,0
2638,5,1800,0,84000,2015,30.0,0
2639,5,1800,0,177000,2010,20.0,2
2640,5,1800,0,80000,2015,28.0,1
2641,5,1800,0,58000,2018,36.95,24
2642,5,1500,0,750000,2002,12.5,48
2643,5,1800,0,70000,2018,37.0,2
2644,5,1500,0,15000,2020,44.75,9
2645,5,1800,0,170000,2009,17.45,2
2646,5,1800,0,6000,2021,42.5,33
2647,5,1800,0,1,2021,42.5,1
2648,5,1800,0,98200,2018,35.5,2
2649,5,1800,0,55000,2016,33.0,2
2650,5,1800,0,200000,2007,18.0,2
2651,5,1500,1,230000,2005,11.7,2
2652,5,1800,0,94000,2015,31.0,3
2653,5,1800,0,15000,2021,44.2,0
2654,5,1200,1,145000,1990,6.2,1
2655,5,1800,0,10,2021,42.87,2
2656,5,1600,0,786,2001,11.5,0
2657,3,1800,0,107000,2013,18.8,0
2658,5,1800,0,41000,2017,35.25,2
2659,5,1800,0,84000,2014,24.75,2
2660,5,1800,0,57000,2018,36.35,2
2661,5,1800,1,250000,2008,16.5,0
2662,5,1800,0,104000,2013,23.8,6
2663,5,1500,0,71500,2016,36.0,0
2664,5,1500,0,72000,1998,9.0,9
2665,5,1800,0,147000,2011,20.5,2
2666,5,1800,0,60000,2017,35.0,96
2667,5,1600,0,191000,2001,13.15,0
2668,5,1800,0,35000,2018,37.1,7
2669,5,1800,0,26000,2018,37.4,1
2670,5,1500,0,50,2021,50.0,0
2671,5,1800,0,100000,2007,14.0,51
2672,5,1800,0,43000,2018,38.75,2
2673,5,1800,1,70000,2008,16.0,4
2674,5,1800,1,91000,2009,14.75,1
2675,0,1600,1,100000,1996,7.8,20
2676,5,1600,0,155000,2005,13.0,0
2677,5,1800,0,900000,2010,16.5,1
2678,5,1800,0,86000,2015,23.6,1
2679,5,1500,0,163000,2005,11.5,1
2680,5,1800,0,32500,2018,38.1,2
2681,5,1800,0,25500,2019,40.6,2
2682,5,1800,0,167000,2017,36.0,29
2683,5,1800,0,141000,2016,28.5,4
2684,5,1800,0,72500,2017,35.0,0
2685,5,1800,0,66000,2017,34.0,24
2686,5,1600,1,134000,2006,11.85,4
2687,5,1800,0,110000,2011,21.0,0
2688,5,1600,1,140000,1998,7.8,97
2689,5,1600,0,200000,2005,14.0,3
2690,5,1800,0,30000,2018,38.5,0
2691,5,1500,1,240000,2005,12.5,3
2692,5,1600,1,150000,2000,9.2,30
2693,5,1600,0,173000,2000,11.2,30
2694,5,1500,1,180000,1996,8.1,0
2695,5,1800,0,90000,2011,23.9,50
2696,5,1800,1,200000,2007,14.5,2
2697,5,1800,0,72000,2013,27.7,0
2698,5,1800,0,120000,2011,18.85,7
2699,5,1600,1,55000,1996,8.0,9
2700,5,1800,0,9000,2018,39.0,1
2701,5,1500,1,226000,2005,11.1,2
2702,5,1800,0,100000,2014,27.9,36
2703,5,1500,1,100000,2000,8.8,9
2704,5,1500,0,29,2021,51.0,3
2705,5,1800,0,90000,2017,36.0,2
2706,5,1600,1,14,2001,10.5,4
2707,5,1800,0,130000,2017,34.7,1
2708,5,1800,0,3000,2021,47.0,98
2709,5,1800,0,18000,2019,42.0,33
2710,5,1600,0,65000,2004,11.0,1
2711,5,1800,0,38000,2017,34.0,1
2712,5,1800,0,125000,2013,24.25,10
2713,5,1600,1,136000,2004,11.5,0
2714,5,1800,0,94000,2012,20.4,1
2715,5,1800,0,33000,2017,35.0,2
2716,5,1800,0,103000,2013,23.7,35
2717,5,1800,0,13000,2018,34.25,1
2718,5,1800,0,67376,2014,25.5,1
2719,5,1800,0,120000,2013,25.25,11
2720,5,1800,0,128000,2009,16.2,1
2721,5,1800,0,89000,2009,19.4,2
2722,5,1600,1,200000,2000,10.5,99
2723,5,1800,1,120000,2006,13.5,15
2724,5,1800,0,71000,2015,27.45,1
2725,5,1800,0,94000,2014,27.75,18
2726,5,1800,0,122000,2012,25.4,15
2727,5,1600,0,185000,2005,10.5,12
2728,5,1800,0,120000,2013,26.5,7
2729,5,1800,1,145000,2009,15.0,9
2730,5,1800,1,131000,2009,15.0,6
2731,5,1600,0,170000,1996,6.9,1
2732,5,1600,1,200000,1997,10.0,9
2733,5,1800,0,71000,2016,32.0,1
2734,5,1600,1,100000,2001,11.2,9
2735,5,1800,0,17000,2018,38.5,4
2736,5,1800,0,500,2021,43.25,0
2737,5,1500,1,205000,2005,11.0,0
2738,5,1800,0,175000,2014,28.0,3
2739,5,1800,0,164000,2010,18.5,0
2740,0,1500,1,1,1995,7.0,10
2741,5,1500,1,130000,2004,13.4,7
2742,5,1800,0,52000,2017,34.5,2
2743,5,1800,0,72000,2018,37.25,3
2744,5,1800,0,58000,2012,22.5,1
2745,5,1800,0,96600,2010,20.75,0
2746,5,1800,0,105000,2016,35.0,50
2747,5,1800,1,61000,2015,23.15,2
2748,5,1500,1,162000,1994,6.2,20
2749,5,1500,0,110000,2004,11.9,9
2750,5,1600,1,16,2005,12.3,36
2751,5,1800,0,80000,2016,32.25,23
2752,5,1800,0,67500,2015,26.75,1
2753,5,1800,0,68000,2017,35.4,3
2754,5,1800,0,47000,2016,32.95,74
2755,5,1800,0,39000,2018,37.8,2
2756,5,1500,1,12,1999,8.9,2
2757,5,1500,0,193000,2004,13.2,93
2758,5,1800,0,23000,2018,37.9,1
2759,5,1500,1,100250,2005,13.25,2
2760,5,1800,0,157000,2009,17.5,6
2761,5,1800,0,45000,2018,37.6,2
2762,5,1800,0,87000,2016,28.0,5
2763,5,1600,1,137823,2003,10.95,10
2764,5,1500,0,207000,2001,9.6,1
2765,5,1800,0,123000,2013,24.8,2
2766,5,1800,0,145000,2006,16.0,33
2767,5,1800,0,75000,2017,36.0,2
2768,5,1800,0,76000,2017,33.0,2
2769,5,1600,1,100000,1999,9.95,3
2770,5,1800,0,150000,2007,14.0,1
2771,5,1800,1,72800,2014,26.0,73
2772,5,1500,1,105000,2005,9.6,4
2773,5,1500,0,108000,2017,36.0,0
2774,5,1800,0,88000,2018,32.75,2
2775,5,1800,1,108000,2015,25.8,5
2776,5,1800,0,100000,2010,17.25,2
2777,5,1600,0,130000,2002,10.2,20
2778,5,1800,0,107000,2013,27.7,0
2779,5,1800,1,155000,2007,15.0,6
2780,5,1800,0,43000,2019,41.0,2
2781,5,1500,0,130000,2006,12.1,1
2782,5,1800,0,42000,2018,37.75,2
2783,5,1800,0,70000,2017,38.0,2
2784,5,1800,0,75000,2017,35.5,0
2785,5,1600,0,161000,2002,10.5,7
2786,5,1600,0,100000,2000,10.95,2
2787,5,1800,0,55000,2018,37.5,5
2788,5,1600,1,124356,1997,9.5,0
2789,5,1800,0,80000,2010,18.5,6
2790,5,1600,0,134967,2001,9.25,1
2791,5,1800,0,165000,2009,17.4,10
2792,5,1800,0,33000,2017,34.5,1
2793,5,1800,0,22000,2020,42.8,0
2794,5,1600,1,63000,1999,9.5,2
2795,5,1500,0,217000,2005,12.4,7
2796,5,1800,0,180500,2010,17.0,2
2797,5,1500,0,11900,2020,42.99,1
2798,5,1500,0,71400,2016,34.4,2
2799,5,1800,0,45000,2018,36.75,2
2800,5,1500,0,142000,2002,13.2,9
2801,5,1800,0,31000,2019,38.87,1
2802,5,1800,0,3,2021,42.6,4
2803,5,1800,1,140000,2008,14.0,1
2804,5,1600,0,100000,2005,11.65,1
2805,5,1800,0,29000,2020,43.0,3
2806,5,1800,0,60000,2018,36.9,2
2807,5,1800,0,66000,2016,35.0,0
2808,5,1800,1,125000,2012,15.8,19
2809,5,1800,1,120000,2010,17.0,1
2810,5,1500,1,190000,1997,7.85,2
2811,5,1600,0,70000,2000,9.0,2
2812,5,1600,1,160000,2005,12.5,9
2813,5,1600,0,153000,2003,11.6,26
2814,5,1800,0,95000,2014,26.75,4
2815,5,1600,0,191000,2002,13.2,0
2816,5,1800,0,92000,2015,25.9,0
2817,5,1500,0,87000,2006,13.6,1
2818,5,1800,0,84000,2017,35.5,1
2819,5,1800,0,130000,2011,19.75,0
2820,5,1800,0,68000,2013,26.0,2
2821,5,1800,0,106000,2014,26.8,9
2822,5,1600,0,265000,2005,14.15,2
2823,5,1800,1,83000,2015,24.5,1
2824,5,1600,0,265000,2005,14.15,2
2825,5,1800,0,100000,2007,16.8,15
2826,5,1800,0,95000,2014,25.75,7
2827,5,1500,1,100000,1999,7.9,2
2828,5,1800,0,80000,2017,36.25,0
2829,5,1800,0,160000,2008,16.5,2
2830,5,1600,1,101000,2005,13.3,9
2831,5,1800,1,85000,2010,17.5,2
2832,5,1600,0,200000,2004,12.9,2
2833,5,1500,1,100000,1989,5.25,0
2834,5,1800,1,134000,2011,17.7,2
2835,5,1800,0,113000,2011,22.5,2
2836,5,1600,1,195000,1997,8.2,0
2837,5,1800,0,79000,2015,26.5,1
2838,5,1800,0,71000,2017,33.9,2
2839,5,1800,0,39000,2017,35.6,0
2840,5,1800,0,13000,2019,41.0,9
2841,5,1800,0,33500,2015,31.0,28
2842,5,1800,0,107900,2018,35.0,2
2843,5,1800,0,43954,2019,41.2,2
2844,5,1800,0,43745,2017,34.75,2
2845,5,1800,0,72000,2010,23.5,0
2846,5,1600,1,120000,2006,15.0,48
2847,5,1600,0,278000,2001,11.95,0
2848,5,1800,0,1,2021,43.3,1
2849,5,1800,1,374800,2008,13.0,46
2850,5,1800,0,141385,2010,19.2,58
2851,5,1800,0,140000,2010,19.5,0
2852,5,1800,0,70000,2013,27.95,1
2853,5,1800,0,29000,2019,41.0,0
2854,5,1600,0,150000,2000,9.55,0
